"CD_MATCH","NB_NUMERO","ID_JOUEUR","NB_TIR_ATTAQUE","NB_BUT_ATTAQUE","PCT_BUT_ATTAQUE","NB_POTEAU_ATTAQUE","PCT_POTEAU_ATTAQUE","NB_HORS_CADRE_ATTAQUE","PCT_HORS_CADRE_ATTAQUE","NB_TIR_ARRETES_ATTAQUE","PCT_TIR_ARRETES_ATTAQUE","NB_TIR_CONTRES_PAR_ADVERSAIRE_ATTAQUE","PCT_TIR_CONTRES_PAR_ADVERSAIRE_ATTAQUE","NB_TIR_ATTAQUE_BUT_VIDE","PCT_TIR_ATTAQUE_BUT_VIDE","NB_BUT_ATTAQUE_BUT_VIDE","PCT_BUT_ATTAQUE_BUT_VIDE","NB_POTEAU_ATTAQUE_BUT_VIDE","PCT_POTEAU_ATTAQUE_BUT_VIDE","NB_HORS_CADRE_ATTAQUE_BUT_VIDE","PCT_HORS_CADRE_ATTAQUE_BUT_VIDE","NB_TIR_ALL","NB_BUT_ALL","PCT_BUT_ALL","NB_POTEAU_ALL","PCT_POTEAU_ALL","NB_HORS_CADRE_ALL","PCT_HORS_CADRE_ALL","NB_TIR_ARRETES_ALL","PCT_TIR_ARRETES_ALL","PCT_ARRETS_ALL","NB_TIR_7M","NB_BUT_7M","PCT_BUT_7M","NB_POTEAU_7M","PCT_POTEAU_7M","NB_HORS_CADRE_7M","PCT_HORS_CADRE_7M","NB_TIR_ARRETES_7M","PCT_TIR_ARRETES_7M","PCT_ARRETS_7M","NB_TIR_JEU","NB_BUT_JEU","PCT_BUT_JEU","NB_POTEAU_JEU","PCT_POTEAU_JEU","NB_HORS_CADRE_JEU","PCT_HORS_CADRE_JEU","NB_TIR_ARRETES_JEU","PCT_TIR_ARRETES_JEU","PCT_ARRETS_JEU","NB_TIR_ATTAQUE_PLACEE","NB_BUT_ATTAQUE_PLACEE","PCT_BUT_ATTAQUE_PLACEE","NB_POTEAU_ATTAQUE_PLACEE","PCT_POTEAU_ATTAQUE_PLACEE","NB_HORS_CADRE_ATTAQUE_PLACEE","PCT_HORS_CADRE_ATTAQUE_PLACEE","NB_TIR_ARRETES_ATTAQUE_PLACEE","PCT_TIR_ARRETES_ATTAQUE_PLACEE","PCT_ARRETS_ATTAQUE_PLACEE","NB_TIR_CONTRE_ATTAQUE","NB_BUT_CONTRE_ATTAQUE","PCT_BUT_CONTRE_ATTAQUE","NB_POTEAU_CONTRE_ATTAQUE","PCT_POTEAU_CONTRE_ATTAQUE","NB_HORS_CADRE_CONTRE_ATTAQUE","PCT_HORS_CADRE_CONTRE_ATTAQUE","NB_TIR_ARRETES_CONTRE_ATTAQUE","PCT_TIR_ARRETES_CONTRE_ATTAQUE","PCT_ARRETS_CONTRE_ATTAQUE","NB_PDB_ATTAQUE","NB_BALLON_SORTI_ATTAQUE","PCT_BALLON_SORTI_ATTAQUE","NB_INTERCEPTION_ATTAQUE","PCT_INTERCEPTION_ATTAQUE","NB_PASSE_INCOMPLETE_ATTAQUE","PCT_PASSE_INCOMPLETE_ATTAQUE","NB_INTERCEPTION_DEFENSE","NB_FAUTE_DEFENSE","NB_2_MINUTES_DEFENSE","PCT_2_MINUTES_DEFENSE","NB_CARTON_JAUNE_DEFENSE","PCT_CARTON_JAUNE_DEFENSE","NB_CARTON_ROUGE_DEFENSE","PCT_CARTON_ROUGE_DEFENSE","NB_CARTON_BLEU_DEFENSE","NB_FAUTE_ATTAQUE","NB_2_MINUTES_ATTAQUE","PCT_2_MINUTES_ATTAQUE","NB_CARTON_JAUNE_ATTAQUE","PCT_CARTON_JAUNE_ATTAQUE","NB_CARTON_ROUGE_ATTAQUE","PCT_CARTON_ROUGE_ATTAQUE","NB_CARTON_BLEU_ATTAQUE","PCT_CARTON_BLEU_ATTAQUE","NB_PASSE_DEC","NB_HPI","NB_HPI_GOAL","NB_HPI_AUTRE","FG_SCHWENKER","TS_INSERT","TS_UPDATE"
FR-1-H_32_27_5678,"92","19920228_DESBONNET_REMI_FR-1-H_32_FR_USAMNG_30918",1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,,43,24,0.6,5,0.1,2,0.0,12,0.3,0.3,2,1,0.5,0,0.0,0,0.0,1,0.5,2.0,41,23,0.6,5,0.1,2,0.0,11,0.3,11.5,34,17,0.5,5,0.1,2,0.1,10,0.3,10.6,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,2,131,123,108,1,"2021-06-29 15:34:04",
FR-1-H_32_27_5679,"1","19861216_GERARD_VINCENT_FR-1-H_32_FR_PSGHB_75016",1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,37,17,0.5,6,0.2,5,0.1,9,0.2,0.3,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,35,15,0.4,6,0.2,5,0.1,9,0.3,9.6,34,14,0.4,6,0.2,5,0.1,9,0.3,9.6,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,,114,120,94,1,"2021-06-29 15:34:04",
FR-1-H_32_27_5679,"12","19930422_DEMAILLE_ALEXANDRE_FR-1-H_32_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,47,33,0.7,3,0.1,2,0.0,9,0.2,0.2,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,46,32,0.7,3,0.1,2,0.0,9,0.2,9.3,41,28,0.7,3,0.1,1,0.0,9,0.2,9.3,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,83,83,100,1,"2021-06-29 15:34:04",
FR-1-H_32_27_5679,"88","20000324_SPADY_LOICK_FR-1-H_32_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,10,6,0.6,2,0.2,0,0.0,2,0.2,0.3,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,9,5,0.6,2,0.2,0,0.0,2,0.2,2.4,9,5,0.6,2,0.2,0,0.0,2,0.2,2.4,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,99,99,100,1,"2021-06-29 15:34:04",
FR-1-H_32_27_5679,"18","20001206_GOUY_VALENTIN_FR-1-H_32_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,,,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,92,92,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5680,"64","19921030_ZAPONSEK_ROK_FR-1-H_32_FR_PAUC_13100",,,,,,,,,,,,,,,,,,,,11,7,0.6,1,0.1,0,0.0,3,0.3,0.3,0,0,,0,,0,,0,,,11,7,0.6,1,0.1,0,0.0,3,0.3,3.4,11,7,0.6,1,0.1,0,0.0,3,0.3,3.4,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,1,107,102,105,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5680,"1","19931119_PORTNER_NIKOLA_FR-1-H_32_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,36,23,0.6,0,0.0,1,0.0,12,0.3,0.3,3,2,0.7,0,0.0,0,0.0,1,0.3,1.5,33,21,0.6,0,0.0,1,0.0,11,0.3,11.5,30,18,0.6,0,0.0,1,0.0,11,0.4,11.6,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,1,0,0,,0,,0,,0,,,,,,,,,,,127,127,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5680,"32","19960831_MESTRIC_SANDRO_FR-1-H_32_FR_PAUC_13100",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,36,21,0.6,0,0.0,1,0.0,14,0.4,0.4,0,0,,0,,0,,0,,,36,21,0.6,0,0.0,1,0.0,14,0.4,14.7,28,16,0.6,0,0.0,0,0.0,12,0.4,12.8,7,5,0.7,0,0.0,0,0.0,2,0.3,2.4,1,0,0.0,1,1.0,0,0.0,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,,146,153,93,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5680,"16","20000607_HODZIC_HARUN_FR-1-H_32_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,7,6,0.9,0,0.0,1,0.1,0,0.0,0.0,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,5,4,0.8,0,0.0,1,0.2,0,0.0,0.0,5,4,0.8,0,0.0,1,0.2,0,0.0,0.0,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,85,85,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5681,"1","19840211_GRAHOVAC_NEBOJSA_FR-1-H_32_FR_CCMHB_28000",,,,,,,,,,,,,,,,,,,,18,13,0.7,1,0.1,0,0.0,4,0.2,0.2,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,15,10,0.7,1,0.1,0,0.0,4,0.3,4.4,14,9,0.6,1,0.1,0,0.0,4,0.3,4.4,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,93,93,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5681,"16","19920623_SONNE-HANSEN_KIM_FR-1-H_32_FR_CCMHB_28000",,,,,,,,,,,,,,,,,,,,17,13,0.8,0,0.0,1,0.1,3,0.2,0.2,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,15,11,0.7,0,0.0,1,0.1,3,0.2,3.3,13,9,0.7,0,0.0,1,0.1,3,0.2,3.3,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,1,93,88,105,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5681,"32","19921030_ZAPONSEK_ROK_FR-1-H_32_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,95,95,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5681,"1","19930524_BAZNIK_JOZE_FR-1-H_32_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,39,23,0.6,1,0.0,2,0.1,13,0.3,0.4,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,38,22,0.6,1,0.0,2,0.1,13,0.3,13.6,34,18,0.5,1,0.0,2,0.1,13,0.4,13.7,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,1,134,129,105,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5682,"1","19840220_GRAMS_OLEG_FR-1-H_32_FR_DHBGL_59140",,,,,,,,,,,,,,,,,,,,12,9,0.8,1,0.1,1,0.1,1,0.1,0.1,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,11,8,0.7,1,0.1,1,0.1,1,0.1,1.1,7,5,0.7,0,0.0,1,0.1,1,0.1,1.2,4,3,0.8,1,0.3,0,0.0,0,0.0,0.0,,,,,,,,1,0,0,,0,,0,,0,,,,,,,,,,,86,86,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5682,"16","19850315_POPESCU_MIHAI_FR-1-H_32_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,6,3,0.5,0,0.0,1,0.2,2,0.3,0.4,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,4,1,0.3,0,0.0,1,0.3,2,0.5,4.0,4,1,0.3,0,0.0,1,0.3,2,0.5,4.0,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,107,107,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5682,"12","19930422_DEMAILLE_ALEXANDRE_FR-1-H_32_FR_SRVHB_83700",,,,,,,,,,,,,,,,,,,,34,21,0.6,4,0.1,0,0.0,9,0.3,0.3,2,1,0.5,1,0.5,0,0.0,0,0.0,0.0,32,20,0.6,3,0.1,0,0.0,9,0.3,9.5,30,18,0.6,3,0.1,0,0.0,9,0.3,9.5,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,107,107,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5682,"34","19950220_BELLAHCENE_SAMIR_FR-1-H_32_FR_DHBGL_59140",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,24,16,0.7,0,0.0,2,0.1,6,0.3,0.3,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,21,13,0.6,0,0.0,2,0.1,6,0.3,6.5,20,13,0.7,0,0.0,2,0.1,5,0.3,5.4,1,0,0.0,0,0.0,0,0.0,1,1.0,,1,0,0.0,1,1.0,0,0.0,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,1,104,106,98,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5683,"1","19840113_IDRISSI_YASSINE_FR-1-H_32_FR_LHB_87000",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,14,11,0.8,0,0.0,0,0.0,3,0.2,0.2,3,2,0.7,0,0.0,0,0.0,1,0.3,1.5,11,9,0.8,0,0.0,0,0.0,2,0.2,2.2,8,6,0.8,0,0.0,0,0.0,2,0.3,2.3,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0.0,1,1.0,0,0.0,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,3,105,95,110,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5683,"1","19860225_TABARAND_ARNAUD_FR-1-H_32_FR_IPHB_13806",1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,43,27,0.6,1,0.0,2,0.0,13,0.3,0.3,3,2,0.7,0,0.0,0,0.0,1,0.3,1.5,40,25,0.6,1,0.0,2,0.1,12,0.3,12.5,37,22,0.6,1,0.0,2,0.1,12,0.3,12.5,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,2,131,127,104,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5683,"16","19920706_SERDAREVIC_DENIS_FR-1-H_32_FR_LHB_87000",,,,,,,,,,,,,,,,,,,,26,16,0.6,2,0.1,0,0.0,7,0.3,0.3,3,2,0.7,0,0.0,0,0.0,1,0.3,1.5,23,14,0.6,2,0.1,0,0.0,6,0.3,6.4,18,10,0.6,2,0.1,0,0.0,6,0.3,6.6,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,110,110,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5683,"70","19970313_GAUDIN_CLEMENT_FR-1-H_32_FR_IPHB_13806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5684,"1","19840202_DUMOULIN_CYRIL_FR-1-H_32_FR_HBCN_44200",,,,,,,,,,,,,,,,,,,,3,2,0.7,1,0.3,0,0.0,0,0.0,0.0,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0.0,1,1.0,0,0.0,0,0.0,,1,0,0.0,1,1.0,0,0.0,0,0.0,,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,96,96,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5684,"1","19850802_SEGO_MARIN_FR-1-H_32_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,5,4,0.8,0,0.0,0,0.0,1,0.2,0.2,1,0,0.0,0,0.0,0,0.0,1,1.0,,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,96,96,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5684,"16","19911203_BONNEFOI_KEVIN_FR-1-H_32_FR_MHB_34000",,,,,,,,,,,,,,,,,,,,31,20,0.6,0,0.0,1,0.0,10,0.3,0.3,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,29,18,0.6,0,0.0,1,0.0,10,0.3,10.6,27,16,0.6,0,0.0,1,0.0,10,0.4,10.6,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,1,127,122,105,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5684,"16","19970310_NIELSEN_EMIL_FR-1-H_32_FR_HBCN_44200",2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,36,25,0.7,0,0.0,5,0.1,6,0.2,0.2,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,33,22,0.7,0,0.0,5,0.2,6,0.2,6.3,26,15,0.6,0,0.0,5,0.2,6,0.2,6.4,7,7,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,,96,86,110,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5685,"23","19850528_ROBIN_MICKAEL_FR-1-H_32_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,42,22,0.5,4,0.1,4,0.1,12,0.3,0.4,6,2,0.3,1,0.2,0,0.0,3,0.5,4.5,36,20,0.6,3,0.1,4,0.1,9,0.3,9.5,30,14,0.5,3,0.1,4,0.1,9,0.3,9.6,6,6,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,1,0,0,,0,,0,,0,,,,,,,,,,1,141,136,105,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5685,"55","19870422_PAUL_TEODOR_FR-1-H_32_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,9,5,0.6,1,0.1,1,0.1,2,0.2,0.3,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,8,4,0.5,1,0.1,1,0.1,2,0.3,2.5,6,2,0.3,1,0.2,1,0.2,2,0.3,3.0,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,101,101,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5685,"92","19920228_DESBONNET_REMI_FR-1-H_32_FR_USAMNG_30918",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,20,0.6,1,0.0,2,0.1,12,0.3,0.4,2,1,0.5,0,0.0,0,0.0,1,0.5,2.0,33,19,0.6,1,0.0,2,0.1,11,0.3,11.6,31,17,0.5,1,0.0,2,0.1,11,0.4,11.6,2,2,1.0,0,0.0,0,0.0,0,0.0,0.0,1,0,0.0,1,1.0,0,0.0,1,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,1,130,132,98,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5685,"1","19960315_SOYEZ_DYLAN_FR-1-H_32_FR_USCHB_94000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5686,"1","19861216_GERARD_VINCENT_FR-1-H_32_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,46,30,0.7,0,0.0,3,0.1,13,0.3,0.3,6,5,0.8,0,0.0,0,0.0,1,0.2,1.2,40,25,0.6,0,0.0,3,0.1,12,0.3,12.5,39,25,0.6,0,0.0,3,0.1,11,0.3,11.4,1,0,0.0,0,0.0,0,0.0,1,1.0,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,121,121,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5686,"89","19890106_DE_ALMEIDA_CESAR_FR-1-H_32_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,51,38,0.7,1,0.0,3,0.1,9,0.2,0.2,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,48,35,0.7,1,0.0,3,0.1,9,0.2,9.3,44,31,0.7,1,0.0,3,0.1,9,0.2,9.3,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,74,74,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5686,"1","19900812_LETTENS_JEF_FR-1-H_32_FR_FTHB_31000",,,,,,,,,,,,,,,,,,,,3,2,0.7,1,0.3,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,2,1,0.5,1,0.5,0,0.0,0,0.0,0.0,2,1,0.5,1,0.5,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,96,96,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5686,"88","20000324_SPADY_LOICK_FR-1-H_32_FR_PSGHB_75016",,,,,,,,,,,,,,,,,,,,5,4,0.8,0,0.0,1,0.2,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,4,3,0.8,0,0.0,1,0.3,0,0.0,0.0,3,2,0.7,0,0.0,1,0.3,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,92,92,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5687,"1","19790517_ANNONAY_PATRICE_FR-1-H_32_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,26,16,0.6,1,0.0,1,0.0,8,0.3,0.3,4,3,0.8,0,0.0,0,0.0,1,0.3,1.3,22,13,0.6,1,0.0,1,0.0,7,0.3,7.5,18,11,0.6,1,0.1,1,0.1,5,0.3,5.5,4,2,0.5,0,0.0,0,0.0,2,0.5,3.0,,,,,,,,2,0,0,,0,,0,,0,,,,,,,,,,,124,124,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5687,"16","19870318_SUNJIC_MATE_FR-1-H_32_FR_USIHB_94200",2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,36,18,0.5,2,0.1,4,0.1,12,0.3,0.4,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,35,17,0.5,2,0.1,4,0.1,12,0.3,12.7,34,16,0.5,2,0.1,4,0.1,12,0.4,12.8,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,,0,,0,,0,0,0,,0,,0,,0,0.0,0,,0,,0,,0,,,148,138,110,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5687,"23","19990324_KOUASSI_JEAN-EMMANUEL_FR-1-H_32_FR_USIHB_94200",,,,,,,,,,,,,,,,,,,,7,6,0.9,0,0.0,1,0.1,0,0.0,0.0,3,2,0.7,0,0.0,1,0.3,0,0.0,0.0,4,4,1.0,0,0.0,0,0.0,0,0.0,0.0,3,3,1.0,0,0.0,0,0.0,0,0.0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,86,86,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5687,"95","19990514_PIERRE_RUBENS_FR-1-H_32_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,8,6,0.8,1,0.1,0,0.0,1,0.1,0.1,2,1,0.5,1,0.5,0,0.0,0,0.0,0.0,6,5,0.8,0,0.0,0,0.0,1,0.2,1.2,5,4,0.8,0,0.0,0,0.0,1,0.2,1.3,1,1,1.0,0,0.0,0,0.0,0,0.0,0.0,,,,,,,,0,0,0,,0,,0,,0,,,,,,,,,,,92,92,100,1,"2021-06-29 15:34:04",
FR-1-H_32_28_5687,,"19990514_RUBENS_PIERRE_FR-1-H_32_FR_TFHB_93290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,1,"2021-06-29 15:34:04",
FR-1-H_32_29_5688,"01","19840113_IDRISSI_YASSINE_FR-1-H_32_FR_LHB_87000",,,,,,,,,,,,,,,,,,,,,28,,,,,,15,,0.4,,2,,,,,,1,,0.3,,24,,,,,,14,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5688,"16","19920706_SERDAREVIC_DENIS_FR-1-H_32_FR_LHB_87000",,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5688,"32","19921030_ZAPONSEK_ROK_FR-1-H_32_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,9,,,,,,1,,0.1,,3,,,,,,0,,0.0,,6,,,,,,1,,0.1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5688,"01","19930524_BAZNIK_JOZE_FR-1-H_32_FR_CRMHB_35510",,,,,,,,,,,,,,,,,,,,,19,,,,,,10,,0.3,,2,,,,,,0,,0.0,,17,,,,,,10,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5689,"55","19870422_PAUL_TEODOR_FR-1-H_32_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,13,,,,,,6,,0.3,,1,,,,,,0,,0.0,,12,,,,,,6,,0.3,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5689,"92","19920228_DESBONNET_REMI_FR-1-H_32_FR_USAMNG_30918",,,,,,,,,,,,,,,,,,,,,12,,,,,,6,,0.3,,2,,,,,,0,,0.0,,10,,,,,,6,,0.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,0,,0,,,,,,,,,,,,1,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5689,"01","19931119_PORTNER_NIKOLA_FR-1-H_32_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,30,,,,,,11,,0.3,,2,,,,,,1,,0.3,,26,,,,,,10,,0.3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
FR-1-H_32_29_5689,"31","19961204_MEYER_JULIEN_FR-1-H_32_FR_CSMBHB_73000",,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,0,,,,,,0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,0,,,,0,"2021-03-01 19:23:18",
